hazard_id,date,year,month,week,quarter,weekday,area_code,area_name,hazard_category,hazard_type,description,risk_level,risk_score,status,rectify_date,rectify_days,responsible,inspector,data_type
HZ-2025-R01278,2025-06-30,2025,6,27,2025Q2,Monday,CONTROL_CENTER,中控室,作业安全,动火作业隐患,中控室动火作业无审批,Low,2,已整改,2025-07-10,10.0,杨雪梅,陈伟,recent
HZ-2025-R01277,2025-06-30,2025,6,27,2025Q2,Monday,SULFURIC_ACID,硫酸车间,化学品安全,混存问题,硫酸车间氧化剂与还原剂混存,Low,2,已整改,2025-07-25,25.0,贾磊,韦建,recent
HZ-2025-R01281,2025-06-30,2025,6,27,2025Q2,Monday,UTILITIES,公用工程,行走安全,护栏缺失,公用工程平台护栏缺失,Low,2,已整改,2025-07-19,19.0,刘颖,杨杨,recent
HZ-2025-R01296,2025-07-01,2025,7,27,2025Q3,Tuesday,CONTROL_CENTER,中控室,机械安全,传动部件裸露,中控室联轴器裸露,Medium,7,已整改,2025-07-07,6.0,唐磊,王博,recent
HZ-2025-R01295,2025-07-01,2025,7,27,2025Q3,Tuesday,SULFURIC_ACID,硫酸车间,化学品安全,MSDS缺失,硫酸车间未配备化学品安全技术说明书,Low,1,已整改,2025-07-11,10.0,汪彬,卢兵,recent
HZ-2025-R01294,2025-07-01,2025,7,27,2025Q3,Tuesday,UTILITIES,公用工程,机械安全,紧急停止失效,公用工程急停按钮失效,Low,2,已整改,2025-07-15,14.0,金岩,陈淑英,recent
HZ-2025-R01293,2025-07-01,2025,7,27,2025Q3,Tuesday,SULFURIC_ACID,硫酸车间,电气安全,漏电保护失效,硫酸车间漏电保护器跳闸后强行合闸,Low,2,已整改,2025-07-30,29.0,黄桂香,边秀荣,recent
HZ-2025-R01292,2025-07-01,2025,7,27,2025Q3,Tuesday,EXTRACTION,萃取车间,消防安全,应急照明故障,萃取车间疏散指示标志损坏,Low,2,已整改,2025-08-11,41.0,张波,高俊,recent
HZ-2025-R01290,2025-07-01,2025,7,27,2025Q3,Tuesday,WASTEWATER,废水处理,电气安全,线路老化,废水处理线路超负荷运行,Low,2,已整改,2025-08-08,38.0,谈玉,林凯,recent
HZ-2025-R01289,2025-07-01,2025,7,27,2025Q3,Tuesday,RAW_MATERIAL,原料仓库,电气安全,接地不良,原料仓库接地电阻超标,Low,3,已整改,2025-07-23,22.0,王淑兰,涂雷,recent
HZ-2025-R01288,2025-07-01,2025,7,27,2025Q3,Tuesday,WASTEWATER,废水处理,机械安全,设备故障,废水处理设备异常振动未处理,Low,2,已整改,2025-07-17,16.0,谢秀云,冉军,recent
HZ-2025-R01287,2025-07-01,2025,7,27,2025Q3,Tuesday,RAW_MATERIAL,原料仓库,机械安全,设备故障,原料仓库设备带病运行,Low,3,已整改,2025-07-17,16.0,林春梅,袁红梅,recent
HZ-2025-R01291,2025-07-01,2025,7,27,2025Q3,Tuesday,ELECTROLYSIS,电解车间,个人防护,PPE佩戴不规范,电解车间作业人员未穿防护服,Medium,7,已整改,2025-07-11,10.0,余浩,孙志强,recent
HZ-2025-R01303,2025-07-02,2025,7,27,2025Q3,Wednesday,ELECTROLYSIS,电解车间,行走安全,地面湿滑,电解车间地面积水未及时清理,Medium,5,已整改,2025-07-07,5.0,徐岩,曲海燕,recent
HZ-2025-R01306,2025-07-02,2025,7,27,2025Q3,Wednesday,EXTRACTION,萃取车间,电气安全,线路老化,萃取车间电缆绝缘层破损,Medium,6,已整改,2025-07-06,4.0,陈平,王桂荣,recent
HZ-2025-R01305,2025-07-02,2025,7,27,2025Q3,Wednesday,NICKEL_COBALT,镍钴车间,化学品安全,存储不当,镍钴车间危化品超量存储,Low,1,已整改,2025-07-23,21.0,徐桂英,许建军,recent
HZ-2025-R01304,2025-07-02,2025,7,27,2025Q3,Wednesday,ELECTROLYSIS,电解车间,消防安全,灭火器过期,电解车间灭火器压力不足,Low,3,已整改,2025-07-12,10.0,蔡丽丽,王波,recent
HZ-2025-R01302,2025-07-02,2025,7,27,2025Q3,Wednesday,FINISHED_GOODS,成品仓库,机械安全,紧急停止失效,成品仓库急停按钮失效,Low,3,已整改,2025-07-19,17.0,陈瑞,李建,recent
HZ-2025-R01301,2025-07-02,2025,7,27,2025Q3,Wednesday,WASTEWATER,废水处理,行走安全,照明不足,废水处理照度不达标,Low,2,已整改,2025-07-16,14.0,李斌,叶志强,recent
HZ-2025-R01300,2025-07-02,2025,7,27,2025Q3,Wednesday,CONTROL_CENTER,中控室,行走安全,台阶损坏,中控室台阶防滑条脱落,Low,1,已整改,2025-07-27,25.0,温丽,丁建华,recent
HZ-2025-R01299,2025-07-02,2025,7,27,2025Q3,Wednesday,CONTROL_CENTER,中控室,行走安全,照明不足,中控室照度不达标,Medium,6,已整改,2025-07-09,7.0,李辉,伍楠,recent
HZ-2025-R01298,2025-07-02,2025,7,27,2025Q3,Wednesday,WASTEWATER,废水处理,机械安全,设备故障,废水处理设备带病运行,High,9,已整改,2025-07-03,1.0,刘伟,申晶,recent
HZ-2025-R01297,2025-07-02,2025,7,27,2025Q3,Wednesday,FINISHED_GOODS,成品仓库,机械安全,设备故障,成品仓库设备带病运行,Low,3,已整改,2025-07-17,15.0,麻丹丹,金梅,recent
HZ-2025-R01315,2025-07-03,2025,7,27,2025Q3,Thursday,ELECTROLYSIS,电解车间,化学品安全,存储不当,电解车间化学品未分类存放,Medium,7,已整改,2025-07-07,4.0,陈欣,孟畅,recent
HZ-2025-R01314,2025-07-03,2025,7,27,2025Q3,Thursday,WASTEWATER,废水处理,个人防护,防护用品损坏,废水处理安全帽破损,Low,2,已整改,2025-08-02,30.0,姜洁,庄秀华,recent
HZ-2025-R01313,2025-07-03,2025,7,27,2025Q3,Thursday,WASTEWATER,废水处理,电气安全,线路老化,废水处理线路超负荷运行,Low,1,已整改,2025-08-02,30.0,孙波,方燕,recent
HZ-2025-R01312,2025-07-03,2025,7,27,2025Q3,Thursday,FINISHED_GOODS,成品仓库,作业安全,动火作业隐患,成品仓库动火作业无审批,Low,3,已整改,2025-07-29,26.0,张凤兰,李丽,recent
HZ-2025-R01311,2025-07-03,2025,7,27,2025Q3,Thursday,SULFURIC_ACID,硫酸车间,化学品安全,泄漏风险,硫酸车间管道法兰渗漏,Low,3,已整改,2025-07-12,9.0,欧勇,阎璐,recent
HZ-2025-R01310,2025-07-03,2025,7,27,2025Q3,Thursday,UTILITIES,公用工程,作业安全,受限空间问题,公用工程受限空间作业未检测,Low,1,已整改,2025-07-28,25.0,邓龙,胡宇,recent
HZ-2025-R01309,2025-07-03,2025,7,27,2025Q3,Thursday,NICKEL_COBALT,镍钴车间,消防安全,灭火器过期,镍钴车间灭火器压力不足,Low,3,已整改,2025-07-18,15.0,叶宇,沈秀珍,recent
HZ-2025-R01308,2025-07-03,2025,7,27,2025Q3,Thursday,SULFURIC_ACID,硫酸车间,机械安全,设备故障,硫酸车间设备带病运行,Low,1,已整改,2025-07-12,9.0,韩云,崔成,recent
HZ-2025-R01307,2025-07-03,2025,7,27,2025Q3,Thursday,FINISHED_GOODS,成品仓库,行走安全,照明不足,成品仓库照明灯损坏未更换,Low,3,已整改,2025-08-31,59.0,陶瑜,毛春梅,recent
HZ-2025-R01324,2025-07-04,2025,7,27,2025Q3,Friday,NICKEL_COBALT,镍钴车间,行走安全,照明不足,镍钴车间照明灯损坏未更换,Medium,4,已整改,2025-07-18,14.0,梁艳,侯丽华,recent
HZ-2025-R01323,2025-07-04,2025,7,27,2025Q3,Friday,NICKEL_COBALT,镍钴车间,消防安全,应急照明故障,镍钴车间疏散指示标志损坏,Low,3,已整改,2025-07-18,14.0,许凤兰,尹燕,recent
HZ-2025-R01322,2025-07-04,2025,7,27,2025Q3,Friday,WASTEWATER,废水处理,消防安全,消防栓问题,废水处理消防栓箱内设备不全,Low,3,已整改,2025-07-15,11.0,王玉珍,任欣,recent
HZ-2025-R01321,2025-07-04,2025,7,27,2025Q3,Friday,SULFURIC_ACID,硫酸车间,行走安全,通道障碍,硫酸车间通道被物料堆占,Low,2,已整改,2025-07-28,24.0,张兵,王浩,recent
HZ-2025-R01317,2025-07-04,2025,7,27,2025Q3,Friday,FINISHED_GOODS,成品仓库,个人防护,PPE佩戴不规范,成品仓库作业人员未穿防护服,Low,1,已整改,2025-07-28,24.0,陈玉珍,夏凯,recent
HZ-2025-R01319,2025-07-04,2025,7,27,2025Q3,Friday,EXTRACTION,萃取车间,特种设备,起重机械问题,萃取车间行车限位器失效,Low,2,已整改,2025-07-25,21.0,万玉兰,尚鑫,recent
HZ-2025-R01318,2025-07-04,2025,7,27,2025Q3,Friday,FINISHED_GOODS,成品仓库,电气安全,临时用电,成品仓库临时配电箱未接地,Low,2,已整改,2025-07-26,22.0,李峰,陈淑珍,recent
HZ-2025-R01316,2025-07-04,2025,7,27,2025Q3,Friday,WASTEWATER,废水处理,行走安全,地面湿滑,废水处理油污导致地面湿滑,Low,1,已整改,2025-07-16,12.0,姜雷,陈婷,recent
HZ-2025-R01320,2025-07-04,2025,7,27,2025Q3,Friday,FINISHED_GOODS,成品仓库,行走安全,台阶损坏,成品仓库台阶防滑条脱落,Medium,7,已整改,2025-07-08,4.0,刘文,徐坤,recent
HZ-2025-R01325,2025-07-05,2025,7,27,2025Q3,Saturday,CONTROL_CENTER,中控室,行走安全,护栏缺失,中控室平台护栏缺失,Low,3,已整改,2025-07-29,24.0,张莉,陈华,recent
HZ-2025-R01326,2025-07-05,2025,7,27,2025Q3,Saturday,SULFURIC_ACID,硫酸车间,电气安全,临时用电,硫酸车间发现临时用电未办理审批手续,Medium,4,已整改,2025-07-10,5.0,范华,方龙,recent
HZ-2025-R01327,2025-07-05,2025,7,27,2025Q3,Saturday,ELECTROLYSIS,电解车间,消防安全,消防通道堵塞,电解车间安全出口被锁闭,Low,3,已整改,2025-07-31,26.0,吴娜,康琳,recent
HZ-2025-R01328,2025-07-06,2025,7,27,2025Q3,Sunday,EXTRACTION,萃取车间,个人防护,防护用品缺失,萃取车间专用防护用品未配备,Low,3,已整改,2025-07-16,10.0,褚雷,王秀梅,recent
HZ-2025-R01329,2025-07-06,2025,7,27,2025Q3,Sunday,CONTROL_CENTER,中控室,机械安全,防护罩缺失,中控室设备防护装置被拆除,Low,3,已整改,2025-07-26,20.0,许明,黎超,recent
HZ-2025-R01330,2025-07-06,2025,7,27,2025Q3,Sunday,SULFURIC_ACID,硫酸车间,电气安全,临时用电,硫酸车间临时配电箱未接地,Medium,5,已整改,2025-07-18,12.0,郑利,李金凤,recent
HZ-2025-R01340,2025-07-07,2025,7,28,2025Q3,Monday,RAW_MATERIAL,原料仓库,化学品安全,泄漏风险,原料仓库管道法兰渗漏,Low,1,已整改,2025-07-14,7.0,萧海燕,周宇,recent
HZ-2025-R01339,2025-07-07,2025,7,28,2025Q3,Monday,RAW_MATERIAL,原料仓库,作业安全,动火作业隐患,原料仓库动火作业无审批,Medium,7,已整改,2025-07-18,11.0,武红梅,彭建平,recent
HZ-2025-R01338,2025-07-07,2025,7,28,2025Q3,Monday,ELECTROLYSIS,电解车间,行走安全,护栏缺失,电解车间踢脚板缺失,Medium,6,已整改,2025-07-11,4.0,王红,李秀英,recent
HZ-2025-R01337,2025-07-07,2025,7,28,2025Q3,Monday,RAW_MATERIAL,原料仓库,作业安全,高处作业违规,原料仓库高处作业未系安全带,Medium,6,已整改,2025-07-17,10.0,杜文,马玉华,recent
HZ-2025-R01336,2025-07-07,2025,7,28,2025Q3,Monday,RAW_MATERIAL,原料仓库,消防安全,消防通道堵塞,原料仓库安全出口被锁闭,High,10,已整改,2025-07-10,3.0,黄帅,万婷婷,recent
HZ-2025-R01334,2025-07-07,2025,7,28,2025Q3,Monday,RAW_MATERIAL,原料仓库,化学品安全,MSDS缺失,原料仓库未配备化学品安全技术说明书,Low,1,已整改,2025-07-29,22.0,田畅,张秀梅,recent
HZ-2025-R01333,2025-07-07,2025,7,28,2025Q3,Monday,EXTRACTION,萃取车间,电气安全,临时用电,萃取车间发现临时用电未办理审批手续,Medium,6,已整改,2025-07-13,6.0,范柳,黄桂香,recent
HZ-2025-R01332,2025-07-07,2025,7,28,2025Q3,Monday,UTILITIES,公用工程,电气安全,线路老化,公用工程电缆绝缘层破损,Low,2,已整改,2025-08-06,30.0,吴宁,王瑜,recent
HZ-2025-R01331,2025-07-07,2025,7,28,2025Q3,Monday,CONTROL_CENTER,中控室,消防安全,消防通道堵塞,中控室消防通道被物料占用,Low,3,已整改,2025-08-05,29.0,李燕,刘晨,recent
HZ-2025-R01335,2025-07-07,2025,7,28,2025Q3,Monday,EXTRACTION,萃取车间,电气安全,临时用电,萃取车间临时电缆未架空，存在损坏风险,Low,2,已整改,2025-08-04,28.0,邹亮,薛桂荣,recent
HZ-2025-R01347,2025-07-08,2025,7,28,2025Q3,Tuesday,NICKEL_COBALT,镍钴车间,机械安全,防护罩缺失,镍钴车间传动部件防护罩缺失,Medium,6,已整改,2025-07-19,11.0,韩凯,王浩,recent
HZ-2025-R01346,2025-07-08,2025,7,28,2025Q3,Tuesday,ELECTROLYSIS,电解车间,行走安全,地面湿滑,电解车间地面积水未及时清理,Medium,5,已整改,2025-07-13,5.0,吴桂荣,黄秀英,recent
HZ-2025-R01345,2025-07-08,2025,7,28,2025Q3,Tuesday,UTILITIES,公用工程,电气安全,临时用电,公用工程临时配电箱未接地,Low,2,已整改,2025-07-19,11.0,刘玉英,王成,recent
HZ-2025-R01344,2025-07-08,2025,7,28,2025Q3,Tuesday,FINISHED_GOODS,成品仓库,电气安全,配电箱隐患,成品仓库配电箱内堆放杂物,Low,3,已整改,2025-07-16,8.0,孟杰,苏倩,recent
HZ-2025-R01342,2025-07-08,2025,7,28,2025Q3,Tuesday,RAW_MATERIAL,原料仓库,消防安全,烟感故障,原料仓库烟感探测器故障未修复,Medium,5,已整改,2025-07-17,9.0,孙莉,柯秀兰,recent
HZ-2025-R01341,2025-07-08,2025,7,28,2025Q3,Tuesday,EXTRACTION,萃取车间,行走安全,通道障碍,萃取车间安全通道宽度不足,Medium,4,已整改,2025-07-12,4.0,孙勇,孟斌,recent
HZ-2025-R01343,2025-07-08,2025,7,28,2025Q3,Tuesday,WASTEWATER,废水处理,行走安全,护栏缺失,废水处理平台护栏缺失,Low,3,已整改,2025-07-30,22.0,严帅,谢斌,recent
HZ-2025-R01354,2025-07-09,2025,7,28,2025Q3,Wednesday,NICKEL_COBALT,镍钴车间,化学品安全,混存问题,镍钴车间酸碱类化学品混存,Low,1,已整改,2025-07-25,16.0,吴金凤,顾婷,recent
HZ-2025-R01357,2025-07-09,2025,7,28,2025Q3,Wednesday,UTILITIES,公用工程,个人防护,PPE佩戴不规范,公用工程作业人员未佩戴安全帽,Low,3,已整改,2025-08-23,45.0,李秀芳,宋玉兰,recent
HZ-2025-R01356,2025-07-09,2025,7,28,2025Q3,Wednesday,EXTRACTION,萃取车间,化学品安全,标识缺失,萃取车间化学品无安全标签,Low,2,已整改,2025-08-08,30.0,曹平,李萍,recent
HZ-2025-R01355,2025-07-09,2025,7,28,2025Q3,Wednesday,ELECTROLYSIS,电解车间,行走安全,照明不足,电解车间照明灯损坏未更换,Low,3,已整改,2025-07-31,22.0,张强,游敏,recent
HZ-2025-R01353,2025-07-09,2025,7,28,2025Q3,Wednesday,ELECTROLYSIS,电解车间,行走安全,台阶损坏,电解车间楼梯台阶破损,Low,2,已整改,2025-08-08,30.0,张玉珍,马秀梅,recent
HZ-2025-R01348,2025-07-09,2025,7,28,2025Q3,Wednesday,WASTEWATER,废水处理,个人防护,防护用品损坏,废水处理安全帽破损,Medium,6,已整改,2025-07-17,8.0,夏柳,彭萍,recent
HZ-2025-R01351,2025-07-09,2025,7,28,2025Q3,Wednesday,ELECTROLYSIS,电解车间,消防安全,消防通道堵塞,电解车间安全出口被锁闭,Low,2,已整改,2025-07-26,17.0,金婷,李淑珍,recent
HZ-2025-R01350,2025-07-09,2025,7,28,2025Q3,Wednesday,WASTEWATER,废水处理,电气安全,临时用电,废水处理发现临时用电未办理审批手续,Low,1,已整改,2025-07-29,20.0,彭雪,周琳,recent
HZ-2025-R01349,2025-07-09,2025,7,28,2025Q3,Wednesday,WASTEWATER,废水处理,消防安全,灭火器过期,废水处理灭火器超过有效期,Low,3,已整改,2025-08-05,27.0,杨明,阿博,recent
HZ-2025-R01352,2025-07-09,2025,7,28,2025Q3,Wednesday,ELECTROLYSIS,电解车间,化学品安全,MSDS缺失,电解车间未配备化学品安全技术说明书,Low,1,已整改,2025-07-22,13.0,艾浩,汪丹丹,recent
HZ-2025-R01366,2025-07-10,2025,7,28,2025Q3,Thursday,SULFURIC_ACID,硫酸车间,电气安全,临时用电,硫酸车间发现临时用电未办理审批手续,Medium,4,已整改,2025-07-15,5.0,李霞,兰晶,recent
HZ-2025-R01365,2025-07-10,2025,7,28,2025Q3,Thursday,FINISHED_GOODS,成品仓库,消防安全,烟感故障,成品仓库烟感探测器被遮挡,Medium,5,已整改,2025-07-23,13.0,梁淑珍,许林,recent
HZ-2025-R01364,2025-07-10,2025,7,28,2025Q3,Thursday,UTILITIES,公用工程,个人防护,防护用品缺失,公用工程防护用品配备不足,Low,3,已整改,2025-07-28,18.0,庞彬,叶晶,recent
HZ-2025-R01362,2025-07-10,2025,7,28,2025Q3,Thursday,WASTEWATER,废水处理,化学品安全,泄漏风险,废水处理储罐液位超限,Low,2,已整改,2025-08-09,30.0,葛明,李飞,recent
HZ-2025-R01363,2025-07-10,2025,7,28,2025Q3,Thursday,SULFURIC_ACID,硫酸车间,消防安全,灭火器过期,硫酸车间灭火器超过有效期,Low,3,已整改,2025-07-26,16.0,佟燕,严娟,recent
HZ-2025-R01360,2025-07-10,2025,7,28,2025Q3,Thursday,NICKEL_COBALT,镍钴车间,作业安全,动火作业隐患,镍钴车间动火作业无审批,Low,1,已整改,2025-07-26,16.0,秦华,安冬梅,recent
HZ-2025-R01359,2025-07-10,2025,7,28,2025Q3,Thursday,EXTRACTION,萃取车间,电气安全,配电箱隐患,萃取车间配电箱警示标识缺失,Low,3,已整改,2025-07-22,12.0,蒋彬,李佳,recent
HZ-2025-R01358,2025-07-10,2025,7,28,2025Q3,Thursday,SULFURIC_ACID,硫酸车间,化学品安全,MSDS缺失,硫酸车间未配备化学品安全技术说明书,Medium,7,已整改,2025-07-24,14.0,杨秀荣,杜琳,recent
HZ-2025-R01361,2025-07-10,2025,7,28,2025Q3,Thursday,UTILITIES,公用工程,行走安全,照明不足,公用工程照度不达标,Low,1,已整改,2025-07-30,20.0,田秀兰,王玉,recent
HZ-2025-R01375,2025-07-11,2025,7,28,2025Q3,Friday,EXTRACTION,萃取车间,行走安全,通道障碍,萃取车间通道被物料堆占,Low,1,已整改,2025-08-06,26.0,叶红霞,冯志强,recent
HZ-2025-R01379,2025-07-11,2025,7,28,2025Q3,Friday,UTILITIES,公用工程,电气安全,临时用电,公用工程临时电缆未架空，存在损坏风险,Low,3,已整改,2025-08-22,42.0,乔想,陈慧,recent
HZ-2025-R01378,2025-07-11,2025,7,28,2025Q3,Friday,ELECTROLYSIS,电解车间,电气安全,配电箱隐患,电解车间配电箱门未关闭上锁,Low,1,已整改,2025-08-03,23.0,魏强,崔欢,recent
HZ-2025-R01377,2025-07-11,2025,7,28,2025Q3,Friday,SULFURIC_ACID,硫酸车间,作业安全,高处作业违规,硫酸车间高处作业未系安全带,Low,3,已整改,2025-07-20,9.0,雷帅,冯秀兰,recent
HZ-2025-R01376,2025-07-11,2025,7,28,2025Q3,Friday,NICKEL_COBALT,镍钴车间,电气安全,配电箱隐患,镍钴车间配电箱内堆放杂物,Medium,7,已整改,2025-07-22,11.0,高畅,郑倩,recent
HZ-2025-R01374,2025-07-11,2025,7,28,2025Q3,Friday,ELECTROLYSIS,电解车间,个人防护,PPE佩戴不规范,电解车间作业人员未佩戴护目镜,Low,1,已整改,2025-08-03,23.0,丁瑞,王彬,recent
HZ-2025-R01368,2025-07-11,2025,7,28,2025Q3,Friday,FINISHED_GOODS,成品仓库,作业安全,动火作业隐患,成品仓库动火点周围有易燃物,Low,1,已整改,2025-08-24,44.0,王云,郭东,recent
HZ-2025-R01372,2025-07-11,2025,7,28,2025Q3,Friday,ELECTROLYSIS,电解车间,电气安全,配电箱隐患,电解车间配电箱警示标识缺失,Low,2,已整改,2025-07-22,11.0,黄玉兰,林莹,recent
HZ-2025-R01371,2025-07-11,2025,7,28,2025Q3,Friday,WASTEWATER,废水处理,个人防护,PPE佩戴不规范,废水处理作业人员未佩戴护目镜,Low,2,已整改,2025-08-03,23.0,陈琳,蒋文,recent
HZ-2025-R01370,2025-07-11,2025,7,28,2025Q3,Friday,EXTRACTION,萃取车间,化学品安全,混存问题,萃取车间酸碱类化学品混存,Low,2,已整改,2025-07-31,20.0,王玉兰,王成,recent
HZ-2025-R01369,2025-07-11,2025,7,28,2025Q3,Friday,EXTRACTION,萃取车间,消防安全,灭火器过期,萃取车间灭火器压力不足,Medium,5,已整改,2025-07-16,5.0,刘海燕,尚娜,recent
HZ-2025-R01367,2025-07-11,2025,7,28,2025Q3,Friday,RAW_MATERIAL,原料仓库,特种设备,压力容器超期,原料仓库安全阀未校验,Low,1,已整改,2025-07-26,15.0,廖杰,张璐,recent
HZ-2025-R01373,2025-07-11,2025,7,28,2025Q3,Friday,RAW_MATERIAL,原料仓库,行走安全,通道障碍,原料仓库安全通道宽度不足,Low,2,已整改,2025-07-30,19.0,萧旭,曾玉英,recent
HZ-2025-R01381,2025-07-12,2025,7,28,2025Q3,Saturday,RAW_MATERIAL,原料仓库,作业安全,高处作业违规,原料仓库高处作业未系安全带,Low,2,已整改,2025-09-08,58.0,唐英,马建,recent
HZ-2025-R01380,2025-07-12,2025,7,28,2025Q3,Saturday,UTILITIES,公用工程,个人防护,PPE佩戴不规范,公用工程作业人员未佩戴安全帽,Low,2,已整改,2025-08-02,21.0,林秀梅,杨雷,recent
HZ-2025-R01383,2025-07-13,2025,7,28,2025Q3,Sunday,EXTRACTION,萃取车间,消防安全,灭火器过期,萃取车间灭火器压力不足,Low,2,已整改,2025-08-25,43.0,张海燕,周彬,recent
HZ-2025-R01384,2025-07-13,2025,7,28,2025Q3,Sunday,SULFURIC_ACID,硫酸车间,消防安全,消防通道堵塞,硫酸车间消防通道被物料占用,Low,3,已整改,2025-07-23,10.0,汪桂荣,宋浩,recent
HZ-2025-R01382,2025-07-13,2025,7,28,2025Q3,Sunday,NICKEL_COBALT,镍钴车间,化学品安全,标识缺失,镍钴车间管道标识不清,Low,3,已整改,2025-07-23,10.0,马桂芳,阳琴,recent
HZ-2025-R01385,2025-07-14,2025,7,29,2025Q3,Monday,RAW_MATERIAL,原料仓库,电气安全,漏电保护失效,原料仓库漏电保护器跳闸后强行合闸,Low,1,已整改,2025-07-22,8.0,毛琳,王春梅,recent
HZ-2025-R01386,2025-07-14,2025,7,29,2025Q3,Monday,CONTROL_CENTER,中控室,消防安全,烟感故障,中控室烟感探测器故障未修复,Medium,5,已整改,2025-07-18,4.0,戚健,林佳,recent
HZ-2025-R01387,2025-07-14,2025,7,29,2025Q3,Monday,NICKEL_COBALT,镍钴车间,电气安全,配电箱隐患,镍钴车间配电箱警示标识缺失,Medium,5,已整改,2025-07-22,8.0,高倩,李鹏,recent
HZ-2025-R01388,2025-07-14,2025,7,29,2025Q3,Monday,WASTEWATER,废水处理,消防安全,灭火器过期,废水处理灭火器压力不足,Low,3,已整改,2025-07-25,11.0,申丹,黄华,recent
HZ-2025-R01389,2025-07-14,2025,7,29,2025Q3,Monday,UTILITIES,公用工程,电气安全,接地不良,公用工程接地电阻超标,Low,3,已整改,2025-08-12,29.0,孙建军,王峰,recent
HZ-2025-R01390,2025-07-14,2025,7,29,2025Q3,Monday,ELECTROLYSIS,电解车间,作业安全,高处作业违规,电解车间高处作业未设置警戒,Low,2,已整改,2025-07-25,11.0,徐宁,王英,recent
HZ-2025-R01391,2025-07-14,2025,7,29,2025Q3,Monday,NICKEL_COBALT,镍钴车间,消防安全,应急照明故障,镍钴车间疏散指示标志损坏,Medium,5,已整改,2025-07-28,14.0,郝萍,钟丹,recent
HZ-2025-R01399,2025-07-15,2025,7,29,2025Q3,Tuesday,NICKEL_COBALT,镍钴车间,消防安全,消防通道堵塞,镍钴车间消防通道被物料占用,Medium,5,已整改,2025-07-18,3.0,范玉华,彭莹,recent
HZ-2025-R01402,2025-07-15,2025,7,29,2025Q3,Tuesday,UTILITIES,公用工程,消防安全,烟感故障,公用工程烟感探测器故障未修复,Low,2,已整改,2025-08-01,17.0,李桂花,邱秀兰,recent
HZ-2025-R01401,2025-07-15,2025,7,29,2025Q3,Tuesday,NICKEL_COBALT,镍钴车间,化学品安全,标识缺失,镍钴车间化学品无安全标签,Low,2,已整改,2025-07-31,16.0,聂丽娟,刘玉,recent
HZ-2025-R01400,2025-07-15,2025,7,29,2025Q3,Tuesday,WASTEWATER,废水处理,作业安全,吊装作业问题,废水处理吊装作业无指挥,Low,2,已整改,2025-08-08,24.0,王娟,冯刚,recent
HZ-2025-R01397,2025-07-15,2025,7,29,2025Q3,Tuesday,UTILITIES,公用工程,行走安全,台阶损坏,公用工程楼梯台阶破损,Low,1,已整改,2025-07-30,15.0,李峰,黄帅,recent
HZ-2025-R01398,2025-07-15,2025,7,29,2025Q3,Tuesday,SULFURIC_ACID,硫酸车间,化学品安全,标识缺失,硫酸车间化学品无安全标签,Medium,4,已整改,2025-07-27,12.0,徐磊,刘文,recent
HZ-2025-R01395,2025-07-15,2025,7,29,2025Q3,Tuesday,NICKEL_COBALT,镍钴车间,个人防护,防护用品缺失,镍钴车间防护用品配备不足,Medium,7,已整改,2025-07-18,3.0,舒秀芳,张春梅,recent
HZ-2025-R01394,2025-07-15,2025,7,29,2025Q3,Tuesday,NICKEL_COBALT,镍钴车间,消防安全,灭火器过期,镍钴车间灭火器压力不足,Low,3,已整改,2025-08-06,22.0,冯磊,吕想,recent
HZ-2025-R01393,2025-07-15,2025,7,29,2025Q3,Tuesday,RAW_MATERIAL,原料仓库,电气安全,线路老化,原料仓库线路超负荷运行,Low,1,已整改,2025-08-08,24.0,倪佳,王倩,recent
HZ-2025-R01392,2025-07-15,2025,7,29,2025Q3,Tuesday,ELECTROLYSIS,电解车间,电气安全,配电箱隐患,电解车间配电箱内堆放杂物,Medium,6,已整改,2025-07-25,10.0,刘娜,陈敏,recent
HZ-2025-R01396,2025-07-15,2025,7,29,2025Q3,Tuesday,CONTROL_CENTER,中控室,行走安全,护栏缺失,中控室平台护栏缺失,Low,2,已整改,2025-07-26,11.0,王秀芳,胡洁,recent
HZ-2025-R01411,2025-07-16,2025,7,29,2025Q3,Wednesday,SULFURIC_ACID,硫酸车间,消防安全,灭火器过期,硫酸车间灭火器压力不足,Low,2,已整改,2025-08-11,26.0,王柳,黄丽华,recent
HZ-2025-R01403,2025-07-16,2025,7,29,2025Q3,Wednesday,NICKEL_COBALT,镍钴车间,行走安全,照明不足,镍钴车间照明灯损坏未更换,Low,3,已整改,2025-08-13,28.0,文桂芳,张艳,recent
HZ-2025-R01404,2025-07-16,2025,7,29,2025Q3,Wednesday,FINISHED_GOODS,成品仓库,电气安全,配电箱隐患,成品仓库配电箱内堆放杂物,Low,2,已整改,2025-08-08,23.0,陈涛,赵春梅,recent
HZ-2025-R01405,2025-07-16,2025,7,29,2025Q3,Wednesday,NICKEL_COBALT,镍钴车间,行走安全,照明不足,镍钴车间照度不达标,Low,2,已整改,2025-08-19,34.0,岳飞,叶文,recent
HZ-2025-R01406,2025-07-16,2025,7,29,2025Q3,Wednesday,CONTROL_CENTER,中控室,行走安全,护栏缺失,中控室平台护栏缺失,Low,1,已整改,2025-08-01,16.0,刘宇,庄婷婷,recent
